player,date,time,id,item,itemID,itemString,response,votes,class,instance,boss,difficultyID,mapID,groupSize,gear1,gear2,responseID,isAwardReason,subType,equipLoc,note,owner
Mogy-Netherwind,5/11/20,08:11:39,1589202699-10,[Onyxia Hide Backpack],17966,item:17966::::::::60,Minor Upgrade,1,HUNTER,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,3,false,Bag,Bag,,Onyxia
Mogy-Netherwind,5/17/20,21:32:46,1589769166-0,[Arcane Infused Gem],19336,item:19336::::::::60,Mainspec /Need,8,HUNTER,Blackwing Lair-40 Player,Razorgore the Untamed,9,469,40,|cff0070dd|Hitem:19991::::::::60:::11::::|h[Devilsaur Eye]|h|r,|cff0070dd|Hitem:13965::::::::60:::11::::|h[Blackhand's Breadth]|h|r,2,false,Miscellaneous,Trinket,,Razorgore the Untamed
Mogy-Netherwind,5/17/20,23:09:22,1589774962-16,[Dragonstalker's Gauntlets],16940,item:16940::::::::60,Mainspec /Need,6,HUNTER,Blackwing Lair-40 Player,Flamegor,9,469,40,|cffa335ee|Hitem:16852::::::::60:::::::|h[Giantstalker's Gloves]|h|r,,2,false,Mail,Hands,,Flamegor
Mogy-Netherwind,5/18/20,02:13:14,1589785994-6,[Giantstalker's Belt],16851,item:16851::::::::60,Mainspec /Need,5,HUNTER,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cffa335ee|Hitem:19832::::::::60:::11::::|h[Zandalar Predator's Belt]|h|r,,2,false,Mail,Waist,,Wiggly-Netherwind
Mogy-Netherwind,5/21/20,01:22:01,1590042121-2,[Dragonstalker's Helm],16939,item:16939::::::::60,Best Available,4,HUNTER,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cffa335ee|Hitem:16846::::::::60:::::::|h[Giantstalker's Helmet]|h|r,,1,false,Mail,Head,,Onyxia
Mogy-Netherwind,5/24/20,21:23:55,1590373435-0,[Dragonstalker's Bracers],16935,item:16935::::::::60,Best Available,5,HUNTER,Blackwing Lair-40 Player,Razorgore the Untamed,9,469,40,|cffa335ee|Hitem:19833::::::::60:::11::::|h[Zandalar Predator's Bracers]|h|r,,1,false,Mail,Wrist,,Razorgore the Untamed
Mogy-Netherwind,6/01/20,00:34:31,1590989671-6,[Head of Nefarian],19002,item:19002::::::::60,Best Available,5,HUNTER,Blackwing Lair-40 Player,Nefarian,9,469,40,,,1,false,Quest,,,Wiggly-Netherwind
Mogy-Netherwind,6/14/20,21:35:01,1592188501-3,[Dragonstalker's Belt],16936,item:16936::::::::60,Best Available,8,HUNTER,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,9,469,40,|cffa335ee|Hitem:16851::::::::60:::::::|h[Giantstalker's Belt]|h|r,,1,false,Mail,Waist,,Vaelastrasz the Corrupt
Mogy-Netherwind,6/14/20,22:04:58,1592190298-10,[Dragonstalker's Greaves],16941,item:16941::::::::60,Best Available,5,HUNTER,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,|cffa335ee|Hitem:16849:911:::::::60:::::::|h[Giantstalker's Boots]|h|r,,1,false,Mail,Feet,,Broodlord Lashlayer
Mogy-Netherwind,6/28/20,23:17:54,1593404274-18,[Dragonstalker's Spaulders],16937,item:16937::::::::60,Best Available,6,HUNTER,Blackwing Lair-40 Player,Chromaggus,9,469,40,|cffa335ee|Hitem:16848::::::::60:::::::|h[Giantstalker's Epaulets]|h|r,,1,false,Mail,Shoulder,,Chromaggus
Mogy-Netherwind,6/29/20,00:36:55,1593409015-3,[Giantstalker's Leggings],16847,item:16847::::::::60,Mainspec /Need,5,HUNTER,Molten Core-40 Player,Magmadar,9,409,40,|cffa335ee|Hitem:16938::::::::60:::::::|h[Dragonstalker's Legguards]|h|r,,2,false,Mail,Legs,,Magmadar
Mogy-Netherwind,7/06/20,00:59:45,1594015185-31,[Schematic: Biznicks 247x128 Accurascope],18290,item:18290::::::::60,Best Available,4,HUNTER,Molten Core-40 Player,Magmadar,9,409,40,,,1,false,Engineering,,,Magmadar
Mogy-Netherwind,7/13/20,03:15:16,1594628116-58,[Cloak of the Shrouded Mists],17102,item:17102::::::::60,Mainspec /Need,3,HUNTER,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff0070dd|Hitem:15138::::::::60:::::::|h[Onyxia Scale Cloak]|h|r,,2,false,Cloth,Back,,Wiggly-Netherwind
Mogy-Netherwind,7/19/20,23:05:52,1595217952-10,[Prestor's Talisman of Connivery],19377,item:19377::::::::60,Best Available,8,HUNTER,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:18404::::::::60:::11::::|h[Onyxia Tooth Pendant]|h|r,,1,false,Miscellaneous,Neck,,Nefarian
Mogy-Netherwind,7/20/20,01:25:23,1595226323-11,[Schematic: Spellpower Goggles Xtreme],10605,item:10605::::::::60,Best Available,2,HUNTER,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,1,false,Engineering,,,Onyxia
Mogy-Netherwind,8/03/20,00:33:14,1596432794-25,[Ring of Binding],18813,item:18813::::::::60,Mainspec /Need,5,HUNTER,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff0070dd|Hitem:19925::::::::60:::::::|h[Band of Jin]|h|r,|cffa335ee|Hitem:19384::::::::60:::11::::|h[Master Dragonslayer's Ring]|h|r,2,false,Miscellaneous,Finger,,Onyxia
Mogy-Netherwind,8/23/20,22:34:30,1598240070-1,"[Ashjre'thul, Crossbow of Smiting]",19361,item:19361::::::::60,Best Available,6,HUNTER,Blackwing Lair-40 Player,Chromaggus,9,469,40,"|cffa335ee|Hitem:18713:664:::::::60:::11::::|h[Rhok'delar, Longbow of the Ancient Keepers]|h|r",,1,false,Crossbows,,,Chromaggus
Mogy-Netherwind,8/28/20,02:40:02,1598600402-7,[Head of the Broodlord Lashlayer],20383,item:20383::::::::60,Mainspec /Need,8,HUNTER,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,,,2,false,Quest,,,Broodlord Lashlayer
Mogy-Netherwind,9/20/20,22:53:05,1600660385-18,[Green Qiraji Resonating Crystal],21323,item:21323::::::::60,Best Available,0,HUNTER,Temple of Ahn'Qiraj-40 Player,Princess Huhuran,9,531,40,,,1,false,Junk,,,Princess Huhuran
Mogy-Netherwind,9/27/20,22:03:50,1601262230-19,[Badge of the Swarmguard],21670,item:21670::::::::60,Best Available,6,HUNTER,Temple of Ahn'Qiraj-40 Player,Battleguard Sartura,9,531,40,|cff0070dd|Hitem:19991::::::::60:::11::::|h[Devilsaur Eye]|h|r,|cff0070dd|Hitem:13965::::::::60:::11::::|h[Blackhand's Breadth]|h|r,1,false,Miscellaneous,Trinket,,Battleguard Sartura
Mogy-Netherwind,11/25/20,02:41:16,1606293676-23,[Red Scepter Shard],21138,item:21138::::::::60,Best Available,4,HUNTER,Blackwing Lair-40 Player,Nefarian,9,469,40,,,1,false,Quest,,,Nefarian
Mogy-Netherwind,12/23/20,03:36:25,1608716185-2,[Desecrated Wristguards],22362,item:22362::::::::60,Best Available,8,HUNTER,Naxxramas-40 Player,Grand Widow Faerlina,9,533,40,|cffa335ee|Hitem:16935:1886:::::::60:::::::|h[Dragonstalker's Bracers]|h|r,,1,false,Junk,,,Grand Widow Faerlina
Cruxx-Netherwind,9/07/20,01:49:28,1599461368-20,[Green Qiraji Resonating Crystal],21323,item:21323::::::::60,Mainspec /Need,0,WARLOCK,Temple of Ahn'Qiraj-40 Player,Twin Emperors,9,531,40,,,2,false,Junk,,,Twin Emperors
Cruxx-Netherwind,9/25/20,03:47:11,1601023631-5,[Nemesis Boots],16927,item:16927::::::::60,Best Available,4,WARLOCK,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,|cffa335ee|Hitem:16803::::::::60:::::::|h[Felheart Slippers]|h|r,,1,false,Cloth,Feet,,Broodlord Lashlayer
Cruxx-Netherwind,9/25/20,04:47:13,1601027233-3,[Essence Gatherer],19435,item:19435::::::::60,Minor Upgrade,6,WARLOCK,Blackwing Lair-40 Player,Firemaw,9,469,40,|cff0070dd|Hitem:11748::::::::60:::1::::|h[Pyric Caduceus]|h|r,,3,false,Wands,,,Wiggly-Netherwind
Cruxx-Netherwind,10/02/20,01:57:51,1601621871-10,[Nemesis Belt],16933,item:16933::::::::60,Best Available,11,WARLOCK,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,9,469,40,|cff0070dd|Hitem:22716::::::::60:::::::|h[Belt of Untapped Power]|h|r,,1,false,Cloth,Waist,,Wiggly-Netherwind
Cruxx-Netherwind,10/02/20,02:40:01,1601624401-17,[Nemesis Gloves],16928,item:16928::::::::60,Best Available,6,WARLOCK,Blackwing Lair-40 Player,Ebonroc,9,469,40,|cffa335ee|Hitem:18808:2616:::::::60:::::::|h[Gloves of the Hypnotic Flame]|h|r,,1,false,Cloth,Hands,,Wiggly-Netherwind
Cruxx-Netherwind,10/05/20,00:00:10,1601874010-3,[Yellow Qiraji Resonating Crystal],21324,item:21324::::::::60,Minor Upgrade,0,WARLOCK,Temple of Ahn'Qiraj-40 Player,Unknown,9,531,40,,,3,false,Junk,,,Cruxx-Netherwind
Cruxx-Netherwind,10/05/20,00:15:54,1601874954-6,[Blue Qiraji Resonating Crystal],21218,item:21218::::::::60,Offspec / PvP/Greed,0,WARLOCK,Temple of Ahn'Qiraj-40 Player,Unknown,9,531,40,,,4,false,Junk,,,Cruxx-Netherwind
Cruxx-Netherwind,10/09/20,02:49:32,1602229772-9,[The Black Book],19337,item:19337::::::::60,Best Available,7,WARLOCK,Blackwing Lair-40 Player,Razorgore the Untamed,9,469,40,|cff0070dd|Hitem:13968::::::::60:::11::::|h[Eye of the Beast]|h|r,|cff0070dd|Hitem:21473::::::::60:::::::|h[Eye of Moam]|h|r,1,false,Miscellaneous,Trinket,,Wiggly-Netherwind
Cruxx-Netherwind,10/09/20,03:47:24,1602233244-19,[Band of Dark Dominion],19434,item:19434::::::::60,Best Available,8,WARLOCK,Blackwing Lair-40 Player,Firemaw,9,469,40,|cffa335ee|Hitem:21417::::::::60:::11::::|h[Ring of Unspoken Names]|h|r,|cff0070dd|Hitem:21483::::::::60:::::::|h[Ring of the Desert Winds]|h|r,1,false,Miscellaneous,Finger,,Wiggly-Netherwind
Uboat-Netherwind,3/23/20,01:36:33,1584945393-14,[Nightslayer Boots],16824,item:16824::::::::60,Mainspec /Need,6,ROGUE,Molten Core-40 Player,Shazzrah,9,409,40,|cff0070dd|Hitem:12553:911:::::::60:::1::::|h[Swiftwalker Boots]|h|r,,2,false,Leather,Feet,4/8 nightslayer currently,Shazzrah
Uboat-Netherwind,3/27/20,01:46:42,1585291602-5,[Masterwork Breastplate of the Whale],10266,item:10266::::::1063:21951360:60,Offspec / PvP/Greed,1,ROGUE,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cffa335ee|Hitem:16820:1891:::::::60:::::::|h[Nightslayer Chestpiece]|h|r,,4,false,Mail,Chest,,Onyxia
Uboat-Netherwind,4/03/20,03:31:10,1585902670-23,[Cloak of the Shrouded Mists],17102,item:17102::::::::60,Best Available,5,ROGUE,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:19083:849:::::::60:::14::::|h[Frostwolf Legionnaire's Cloak]|h|r,,1,false,Cloth,Back,this is a BIS item,Ragnaros
Uboat-Netherwind,4/05/20,23:51:53,1586148713-8,[Venomous Totem],19342,item:19342::::::::60,Offspec / PvP/Greed,5,ROGUE,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,|cff0070dd|Hitem:11815::::::::60:::1::::|h[Hand of Justice]|h|r,|cff0070dd|Hitem:13965::::::::60:::11::::|h[Blackhand's Breadth]|h|r,4,false,Miscellaneous,Trinket,,Broodlord Lashlayer
Uboat-Netherwind,4/10/20,01:36:03,1586500563-4,[Nightslayer Pants],16822,item:16822::::::::60,Best Available,5,ROGUE,Molten Core-40 Player,Magmadar,9,409,40,|cff0070dd|Hitem:15062::::::::60:::::::|h[Devilsaur Leggings]|h|r,,1,false,Leather,Legs,,Magmadar
Methodz-Netherwind,4/24/20,02:54:05,1587714845-5,[Manastorm Leggings],18872,item:18872::::::::60,Mainspec /Need,4,MAGE,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,|cff0070dd|Hitem:10807:1843:::::::60:::1::::|h[Kilt of the Atal'ai Prophet]|h|r,,2,false,Cloth,Legs,,Sulfuron Harbinger
Methodz-Netherwind,4/24/20,03:10:27,1587715827-9,[Arcanist Robes],16798,item:16798::::::::60,Mainspec /Need,4,MAGE,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cff1eff00|Hitem:14275:254:::::881:2013720960:60:::::::|h[Gaea's Raiment of the Eagle]|h|r,,2,false,Cloth,Chest,,Golemagg the Incinerator
Methodz-Netherwind,5/01/20,01:57:33,1588316253-1,[Arcanist Belt],16802,item:16802::::::::60,Mainspec /Need,3,MAGE,Molten Core-40 Player,Baron Geddon,9,409,40,|cff0070dd|Hitem:19090::::::::60:::14::::|h[Frostwolf Cloth Belt]|h|r,,2,false,Cloth,Waist,,Wiggly-Netherwind
Methodz-Netherwind,5/09/20,03:49:19,1589014159-2,[Primal Hakkari Kossack],19723,item:19723::::::::60,Best Available,1,MAGE,,High Priestess Jeklik,0,0,20,,,1,false,Quest,,,High Priestess Jeklik
Methodz-Netherwind,5/18/20,00:48:27,1589780907-4,[Arcanist Boots],16800,item:16800::::::::60,Mainspec /Need,5,MAGE,Molten Core-40 Player,Magmadar,9,409,40,|cff0070dd|Hitem:22860:911:::::::60:::14::::|h[Blood Guard's Silk Walkers]|h|r,,2,false,Cloth,Feet,,Wiggly-Netherwind
Methodz-Netherwind,5/18/20,01:29:50,1589783390-4,[Arcanist Gloves],16801,item:16801::::::::60,Mainspec /Need,4,MAGE,Molten Core-40 Player,Shazzrah,9,409,40,|cff0070dd|Hitem:22870:930:::::::60:::14::::|h[Blood Guard's Silk Handwraps]|h|r,,2,false,Cloth,Hands,,Shazzrah
Methodz-Netherwind,5/18/20,02:20:43,1589786443-14,[Fireproof Cloak],18811,item:18811::::::::60,Minor Upgrade,3,MAGE,Molten Core-40 Player,Majordomo Executus,9,409,40,|cff0070dd|Hitem:11623:744:::::::60:::1::::|h[Spritecaster Cape]|h|r,,3,false,Cloth,Back,,Majordomo Executus
Methodz-Netherwind,5/25/20,03:28:33,1590395313-8,[Arcanist Leggings],16796,item:16796::::::::60,Mainspec /Need,3,MAGE,Molten Core-40 Player,Garr,9,409,40,|cff0070dd|Hitem:22883::::::::60:::14::::|h[Legionnaire's Silk Legguards]|h|r,,2,false,Cloth,Legs,,Wiggly-Netherwind
Methodz-Netherwind,5/25/20,05:07:31,1590401251-29,[Sapphiron Drape],17078,item:17078::::::::60,Mainspec /Need,5,MAGE,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff0070dd|Hitem:19085::::::::60:::14::::|h[Frostwolf Advisor's Cloak]|h|r,,2,false,Cloth,Back,,Onyxia
Methodz-Netherwind,6/01/20,03:44:20,1591001060-7,[Ancient Cornerstone Grimoire],17067,item:17067::::::::60,Minor Upgrade,2,MAGE,Onyxia's Lair-40 Player,Unknown,9,249,40,|cffa335ee|Hitem:19310::::::::60:::14::::|h[Tome of the Ice Lord]|h|r,,3,false,Miscellaneous,Held In Off-hand,,Methodz-Netherwind
Methodz-Netherwind,6/08/20,02:38:18,1591601898-12,[Onyxia Hide Backpack],17966,item:17966::::::::60,Best Available,0,MAGE,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,1,false,Bag,Bag,,Onyxia
Methodz-Netherwind,6/12/20,01:35:57,1591943757-4,[Head of Onyxia],18422,item:18422::::::::60,Best Available,3,MAGE,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,1,false,Quest,,,Onyxia
Methodz-Netherwind,6/21/20,03:28:46,1592728126-1,[Choker of Enlightenment],17109,item:17109::::::::60,Mainspec /Need,4,MAGE,Molten Core-40 Player,Lucifron,9,409,40,|cffa335ee|Hitem:19601::::::::60:::11::::|h[Jewel of Kajaro]|h|r,,2,false,Miscellaneous,Neck,,Lucifron
Methodz-Netherwind,6/21/20,05:18:31,1592734711-17,[Arcanist Bindings],16799,item:16799::::::::60,Mainspec /Need,4,MAGE,Molten Core-40 Player,Shazzrah,9,409,40,|cffa335ee|Hitem:19846:1883:::::::60:::11::::|h[Zandalar Illusionist's Wraps]|h|r,,2,false,Cloth,Wrist,,Wiggly-Netherwind
Methodz-Netherwind,6/28/20,21:56:38,1593399398-2,[Netherwind Belt],16818,item:16818::::::::60,Mainspec /Need,6,MAGE,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,9,469,40,|cff0070dd|Hitem:22716::::::::60:::::::|h[Belt of Untapped Power]|h|r,,2,false,Cloth,Waist,,Vaelastrasz the Corrupt
Methodz-Netherwind,6/29/20,01:42:46,1593412966-21,[Staff of Dominance],18842,item:18842::::::::60,Mainspec /Need,8,MAGE,Molten Core-40 Player,Majordomo Executus,9,409,40,|cffa335ee|Hitem:19903::::::::60:::::::|h[Fang of Venoxis]|h|r,|cffa335ee|Hitem:19891::::::::60:::::::|h[Jin'do's Bag of Whammies]|h|r,2,false,Staves,Two-Hand,,Wiggly-Netherwind
Methodz-Netherwind,7/19/20,23:07:22,1595218042-19,[Firemaw's Clutch],19400,item:19400::::::::60,Mainspec /Need,5,MAGE,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:16818::::::::60:::::::|h[Netherwind Belt]|h|r,,2,false,Cloth,Waist,,Wiggly-Netherwind
Methodz-Netherwind,7/26/20,21:51:43,1595818303-1,[Mantle of the Blackwing Cabal],19370,item:19370::::::::60,Best Available,4,MAGE,Blackwing Lair-40 Player,Razorgore the Untamed,9,469,40,|cff0070dd|Hitem:23264:2605:::::::60:::14::::|h[Champion's Silk Mantle]|h|r,,1,false,Cloth,Shoulder,,Wiggly-Netherwind
Methodz-Netherwind,7/26/20,23:57:37,1595825857-31,[Mana Igniting Cord],19136,item:19136::::::::60,Best Available,5,MAGE,Molten Core-40 Player,Garr,9,409,40,|cffa335ee|Hitem:19400::::::::60:::::::|h[Firemaw's Clutch]|h|r,,1,false,Cloth,Waist,,Garr
Methodz-Netherwind,7/27/20,01:18:35,1595830715-59,[Netherwind Crown],16914,item:16914::::::::60,Best Available,3,MAGE,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff0070dd|Hitem:23263:2588:::::::60:::14::::|h[Champion's Silk Cowl]|h|r,,1,false,Cloth,Head,,Onyxia
Methodz-Netherwind,7/29/20,03:12:24,1596010344-19,[Claw of Chromaggus],19347,item:19347::::::::60,Best Available,7,MAGE,Blackwing Lair-40 Player,Chromaggus,9,469,40,|cffa335ee|Hitem:19864::::::::60:::::::|h[Bloodcaller]|h|r,|cffa335ee|Hitem:19310::::::::60:::14::::|h[Tome of the Ice Lord]|h|r,1,false,Daggers,One-Hand,,Chromaggus
Methodz-Netherwind,8/03/20,00:32:48,1596432768-21,[Netherwind Pants],16915,item:16915::::::::60,Best Available,4,MAGE,Onyxia's Lair-40 Player,Ragnaros,9,249,40,|cff0070dd|Hitem:19683:2588:::::::60:::::::|h[Bloodvine Leggings]|h|r,,1,false,Cloth,Legs,,Wiggly-Netherwind
Methodz-Netherwind,8/03/20,00:36:29,1596432989-31,[Gloves of the Hypnotic Flame],18808,item:18808::::::::60,Mainspec /Need,1,MAGE,Onyxia's Lair-40 Player,Majordomo Executus,9,249,40,|cff0070dd|Hitem:19929:930:::::::60:::::::|h[Bloodtinged Gloves]|h|r,,2,false,Cloth,Hands,,Wiggly-Netherwind
Methodz-Netherwind,8/03/20,00:37:03,1596433023-33,[Onyxia Hide Backpack],17966,item:17966::::::::60,Best Available,0,MAGE,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,1,false,Bag,Bag,,Onyxia
Methodz-Netherwind,8/07/20,03:42:01,1596789721-13,[Netherwind Boots],16912,item:16912::::::::60,Mainspec /Need,5,MAGE,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,|cff0070dd|Hitem:19684:911:::::::60:::::::|h[Bloodvine Boots]|h|r,,2,false,Cloth,Feet,,Wiggly-Netherwind
Methodz-Netherwind,8/07/20,03:42:26,1596789746-16,[Head of Nefarian],19002,item:19002::::::::60,Best Available,3,MAGE,Blackwing Lair-40 Player,Nefarian,9,469,40,,,1,false,Quest,,,Nefarian
Methodz-Netherwind,8/14/20,03:54:18,1597395258-21,[Cloak of the Brood Lord],19378,item:19378::::::::60,Mainspec /Need,3,MAGE,Blackwing Lair-40 Player,Nefarian,9,469,40,|cff0070dd|Hitem:15138::::::::60:::::::|h[Onyxia Scale Cloak]|h|r,,2,false,Cloth,Back,,Nefarian
Methodz-Netherwind,8/28/20,03:29:44,1598603384-16,[Netherwind Gloves],16913,item:16913::::::::60,Best Available,8,MAGE,Blackwing Lair-40 Player,Ebonroc,9,469,40,|cff0070dd|Hitem:19929:930:::::::60:::::::|h[Bloodtinged Gloves]|h|r,,1,false,Cloth,Hands,,Wiggly-Netherwind
Methodz-Netherwind,8/31/20,00:46:08,1598852768-10,[Yellow Qiraji Resonating Crystal],21324,item:21324::::::::60,Best Available,0,MAGE,Temple of Ahn'Qiraj-40 Player,Fankriss the Unyielding,9,531,40,,,1,false,Junk,,,Fankriss the Unyielding
Methodz-Netherwind,9/04/20,03:46:08,1599209168-26,"[Mish'undare, Circlet of the Mind Flayer]",19375,item:19375::::::::60,Best Available,5,MAGE,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:16914:2588:::::::60:::::::|h[Netherwind Crown]|h|r,,1,false,Cloth,Head,,Nefarian
Methodz-Netherwind,9/14/20,00:49:00,1600062540-28,[Blue Qiraji Resonating Crystal],21218,item:21218::::::::60,Best Available,0,MAGE,Temple of Ahn'Qiraj-40 Player,Twin Emperors,9,531,40,,,1,false,Junk,,,Twin Emperors
Methodz-Netherwind,10/02/20,01:56:40,1601621800-7,[Mind Quickening Gem],19339,item:19339::::::::60,Mainspec /Need,8,MAGE,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,9,469,40,|cffa335ee|Hitem:19950::::::::60:::11::::|h[Zandalarian Hero Charm]|h|r,|cff0070dd|Hitem:13968::::::::60:::11::::|h[Eye of the Beast]|h|r,2,false,Miscellaneous,Trinket,,Wiggly-Netherwind
Methodz-Netherwind,10/02/20,02:39:52,1601624392-15,[Ringo's Blizzard Boots],19438,item:19438::::::::60,Offspec / PvP/Greed,8,MAGE,Blackwing Lair-40 Player,Flamegor,9,469,40,|cff0070dd|Hitem:22860:911:::::::60:::14::::|h[Blood Guard's Silk Walkers]|h|r,,4,false,Cloth,Feet,,Wiggly-Netherwind
Methodz-Netherwind,10/05/20,02:45:35,1601883935-14,[Husk of the Old God],20933,item:20933::::::::60,Best Available,9,MAGE,Temple of Ahn'Qiraj-40 Player,C'thun,9,531,40,|cffa335ee|Hitem:16916:1891:::::::60:::::::|h[Netherwind Robes]|h|r,,1,false,Quest,,,C'thun
Methodz-Netherwind,10/25/20,22:18:44,1603682324-8,[Qiraji Bindings of Dominance],20932,item:20932::::::::60,Minor Upgrade,7,MAGE,Temple of Ahn'Qiraj-40 Player,Princess Huhuran,9,531,40,|cff0070dd|Hitem:23264:2605:::::::60:::14::::|h[Champion's Silk Mantle]|h|r,|cff0070dd|Hitem:22860:911:::::::60:::14::::|h[Blood Guard's Silk Walkers]|h|r,3,false,Quest,,,Princess Huhuran
Methodz-Netherwind,10/25/20,22:45:25,1603683925-12,[Royal Scepter of Vek'lor],21597,item:21597::::::::60,Best Available,5,MAGE,Temple of Ahn'Qiraj-40 Player,Twin Emperors,9,531,40,|cffa335ee|Hitem:21471::::::::60:::::::|h[Talon of Furious Concentration]|h|r,,1,false,Miscellaneous,Held In Off-hand,,Wiggly-Netherwind
Methodz-Netherwind,10/30/20,03:05:14,1604045114-24,[Head of the Broodlord Lashlayer],20383,item:20383::::::::60,Best Available,3,MAGE,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,,,1,false,Quest,,,Wiggly-Netherwind
Methodz-Netherwind,11/02/20,00:24:24,1604298264-9,[Eye of C'Thun],21221,item:21221::::::::60,Best Available,3,MAGE,Temple of Ahn'Qiraj-40 Player,C'thun,9,531,40,,,1,false,Quest,,,C'thun
Methodz-Netherwind,11/09/20,03:43:53,1604915033-0,[Onyxia Hide Backpack],17966,item:17966::::::::60,Best Available,0,MAGE,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,1,false,Bag,Bag,,Onyxia
Methodz-Netherwind,11/09/20,00:29:16,1604903356-4,[Imperial Qiraji Regalia],21237,item:21237::::::::60,Best Available,4,MAGE,Temple of Ahn'Qiraj-40 Player,Twin Emperors,9,531,40,,,1,false,Junk,,,Twin Emperors
Methodz-Netherwind,11/13/20,03:00:01,1605258001-7,[Talisman of Ephemeral Power],18820,item:18820::::::::60,Best Available,2,MAGE,Molten Core-40 Player,Unknown,9,409,40,|cffa335ee|Hitem:19950::::::::60:::11::::|h[Zandalarian Hero Charm]|h|r,|cffa335ee|Hitem:19339::::::::60:::::::|h[Mind Quickening Gem]|h|r,1,false,Miscellaneous,Trinket,,Wiggly-Netherwind
Methodz-Netherwind,11/16/20,01:08:55,1605510535-1,[Qiraji Bindings of Dominance],20932,item:20932::::::::60,Mainspec /Need,0,MAGE,Temple of Ahn'Qiraj-40 Player,Unknown,9,531,40,|cff0070dd|Hitem:23264:2605:::::::60:::14::::|h[Champion's Silk Mantle]|h|r,|cff0070dd|Hitem:22860:911:::::::60:::14::::|h[Blood Guard's Silk Walkers]|h|r,2,false,Quest,,,Methodz-Netherwind
Methodz-Netherwind,11/29/20,22:43:46,1606711426-4,[Ritssyn's Ring of Chaos],21836,item:21836::::::::60,Best Available,6,MAGE,Temple of Ahn'Qiraj-40 Player,Silithid Royalty,9,531,40,|cff0070dd|Hitem:19893::::::::60:::::::|h[Zanzil's Seal]|h|r,|cffa335ee|Hitem:21709::::::::60:::11::::|h[Ring of the Fallen God]|h|r,1,false,Miscellaneous,Finger,,Wiggly-Netherwind
Methodz-Netherwind,12/06/20,22:09:54,1607314194-1,[Desecrated Bindings],22369,item:22369::::::::60,Minor Upgrade,2,MAGE,Naxxramas-40 Player,Anub'Rekhan,9,533,40,|cffa335ee|Hitem:19374:1883:::::::60:::::::|h[Bracers of Arcane Accuracy]|h|r,,3,false,Junk,,,Anub'Rekhan
Methodz-Netherwind,12/18/20,02:25:25,1608279925-2,[Malice Stone Pendant],22943,item:22943::::::::60,Minor Upgrade,5,MAGE,Naxxramas-40 Player,Grand Widow Faerlina,9,533,40,|cffa335ee|Hitem:19876::::::::60:::::::|h[Soul Corrupter's Necklace]|h|r,,3,false,Miscellaneous,Neck,,Grand Widow Faerlina
Methodz-Netherwind,1/03/21,23:53:31,1609739611-3,[Wraith Blade],22807,item:22807::::::::60,Best Available,8,MAGE,Naxxramas-40 Player,Maexxna,9,533,40,|cffa335ee|Hitem:21273:2504:::::::60:::11::::|h[Blessed Qiraji Acolyte Staff]|h|r,,1,false,One-Handed Swords,One-Hand,,Maexxna
Methodz-Netherwind,12/31/20,01:35:49,1609400149-1,[Ring of the Eternal Flame],23237,item:23237::::::::60,Best Available,6,MAGE,Naxxramas-40 Player,Unknown,9,533,40,|cffa335ee|Hitem:21836::::::::60:::::::|h[Ritssyn's Ring of Chaos]|h|r,|cffa335ee|Hitem:21709::::::::60:::11::::|h[Ring of the Fallen God]|h|r,1,false,Miscellaneous,Finger,,Methodz-Netherwind
Methodz-Netherwind,1/17/21,21:43:55,1610963035-0,[Onyxia Hide Backpack],17966,item:17966::::::::60,Best Available,0,MAGE,Onyxia's Lair-40 Player,Unknown,9,249,40,,,1,false,Bag,Bag,,Methodz-Netherwind
