player,date,time,item,itemID,itemString,response,votes,class,instance,boss,gear1,gear2,responseID,isAwardReason,rollType,subType,equipLoc,note,owner
Rickrak-Netherwind,4/23/20,22:51:22,[Zulian Defender],19915,item:19915::::::::60,Disenchant,0,PRIEST,Zul'Gurub-20 Player,High Priestess Jeklik,,,1,TRUE,normal,Shields,Off Hand,,High Priestess Jeklik
Rickrak-Netherwind,4/23/20,23:01:10,[Zulian Stone Axe],19900,item:19900::::::::60,Disenchant,0,PRIEST,Zul'Gurub-20 Player,High Priest Venoxis,[Benediction],,1,TRUE,normal,Two-Handed Axes,Two-Hand,,High Priest Venoxis
Rickrak-Netherwind,4/23/20,23:25:53,[Primalist's Seal],19863,item:19863::::::::60,Mainspec /Need,0,PRIEST,Zul'Gurub-20 Player,Bloodlord Mandokir,[Rosewine Circle],[Fordring's Seal],2,FALSE,normal,Miscellaneous,Finger,,Bloodlord Mandokir
Rickrak-Netherwind,4/24/20,0:15:30,[Gloves of the Tormented],22715,item:22715::::::::60,Disenchant,0,PRIEST,Zul'Gurub-20 Player,High Priest Thekal,[Gloves of Prophecy],,1,TRUE,normal,Mail,Hands,,High Priest Thekal
Rickrak-Netherwind,4/24/20,0:31:51,[Gloves of the Tormented],22715,item:22715::::::::60,Disenchant,0,PRIEST,Zul'Gurub-20 Player,High Priestess Arlokk,[Gloves of Prophecy],,1,TRUE,normal,Mail,Hands,,High Priestess Arlokk
Rickrak-Netherwind,4/24/20,1:21:15,[Seafury Gauntlets],20257,item:20257::::::::60,Disenchant,0,PRIEST,Zul'Gurub-20 Player,Hakkar,[Gloves of Prophecy],,1,TRUE,normal,Mail,Hands,,Hakkar
Rickrak-Netherwind,4/26/20,15:39:19,[Stormrage Bracers],16904,item:16904::::::::60,Disenchant,0,PRIEST,Blackwing Lair-40 Player,Razorgore the Untamed,[Vambraces of Prophecy],,1,TRUE,normal,Leather,Wrist,,Razorgore the Untamed
Rickrak-Netherwind,4/30/20,19:39:06,[Nightslayer Gloves],16826,item:16826::::::::60,Disenchant,0,PRIEST,Molten Core-40 Player,Gehennas,[Gloves of Prophecy],,1,TRUE,normal,Leather,Hands,,Gehennas
Rickrak-Netherwind,4/30/20,19:57:12,[Felheart Shoulder Pads],16807,item:16807::::::::60,Disenchant,0,PRIEST,Molten Core-40 Player,Baron Geddon,[Mantle of Prophecy],,1,TRUE,normal,Cloth,Shoulder,,Baron Geddon
Rickrak-Netherwind,4/30/20,21:00:21,[Leggings of Transcendence],16922,item:16922::::::::60,Best Available,6,PRIEST,Molten Core-40 Player,Ragnaros,[Padre's Trousers],,1,FALSE,normal,Cloth,Legs,3 pc bonus,Ragnaros
Siz-Netherwind,3/21/20,23:22:28,[Feathermoon Headdress],13113,item:13113::::::::60,Offspec / PvP,0,PRIEST,Onyxia's Lair-40 Player,Onyxia,[Crimson Felt Hat],,4,FALSE,normal,Leather,Head,,Onyxia
Siz-Netherwind,3/21/20,23:28:23,[Mature Black Dragon Sinew],18705,item:18705::::::::60,Pass,1,PRIEST,Onyxia's Lair-40 Player,Onyxia,,,PASS,FALSE,normal,Quest,,,Onyxia
Siz-Netherwind,4/26/20,19:19:22,[Halo of Transcendence],16921,item:16921::::::::60,Best Available,5,PRIEST,Onyxia's Lair-40 Player,Unknown,[Zulian Headdress],,1,FALSE,normal,Cloth,Head,Will use zg enchant too,Siz-Netherwind
Siz-Netherwind,4/30/20,19:23:32,[Manastorm Leggings],18872,item:18872::::::::60,Minor Upgrade,5,PRIEST,Molten Core-40 Player,Lucifron,[Legionnaire's Satin Legguards],,3,FALSE,normal,Cloth,Legs,,Lucifron
Proteinx-Netherwind,3/15/20,20:04:35,[Robes of Prophecy],16815,item:16815::::::::60,Mainspec /Need,4,PRIEST,Molten Core-40 Player,Golemagg the Incinerator,[Grimlok's Tribal Vestments],,2,FALSE,normal,Cloth,Chest,,Golemagg the Incinerator
Proteinx-Netherwind,3/29/20,18:25:02,[Pants of Prophecy],16814,item:16814::::::::60,Minor Upgrade,6,PRIEST,Molten Core-40 Player,Magmadar,[Senior Designer's Pantaloons],,3,FALSE,normal,Cloth,Legs,,Magmadar
Proteinx-Netherwind,04/02/20,20:51:34,[Mantle of Prophecy],16816,item:16816::::::::60,Mainspec /Need,7,PRIEST,Molten Core-40 Player,Sulfuron Harbinger,[Kentic Amice],,2,FALSE,normal,Cloth,Shoulder,3 piece set,Sulfuron Harbinger
Proteinx-Netherwind,04/02/20,21:15:22,[The Eye of Divinity],18646,item:18646::::::::60,Best Available,6,PRIEST,Molten Core-40 Player,Majordomo Executus,[Second Wind],[Royal Seal of Eldre'Thalas],1,FALSE,normal,Miscellaneous,Trinket,have eye of shadow,Majordomo Executus
Proteinx-Netherwind,4/16/20,19:29:56,[Vambraces of Prophecy],16819,item:16819::::::::60,Mainspec /Need,5,PRIEST,Molten Core-40 Player,Magmadar,[Wyrmthalak's Shackles],,2,FALSE,normal,Cloth,Wrist,4th piece rep's my worst piece of loot,Magmadar
Proteinx-Netherwind,4/16/20,20:26:13,[Girdle of Prophecy],16817,item:16817::::::::60,Mainspec /Need,5,PRIEST,Molten Core-40 Player,Garr,[Whipvine Cord],,2,FALSE,normal,Cloth,Waist,5 piece bonus lose a bit of +healing tho!,Garr
Proteinx-Netherwind,4/26/20,17:12:44,[Essence Gatherer],19435,item:19435::::::::60,Mainspec /Need,5,PRIEST,Blackwing Lair-40 Player,Firemaw,[Glowstar Rod of Healing],,2,FALSE,normal,Wands,,huge upgrade,Firemaw
Remiel-Netherwind,3/15/20,18:57:53,[Nightslayer Gloves],16826,item:16826::::::::60,Mainspec /Need,4,ROGUE,Molten Core-40 Player,Gehennas,[Devilsaur Gauntlets],,2,FALSE,normal,Leather,Hands,,Gehennas
Remiel-Netherwind,3/22/20,19:58:19,[Nightslayer Shoulder Pads],16823,item:16823::::::::60,Mainspec /Need,5,ROGUE,Molten Core-40 Player,Unknown,[Truestrike Shoulders],,2,FALSE,normal,Leather,Shoulder,gives me 5 piece set bonus,Remiel-Netherwind
Remiel-Netherwind,3/26/20,19:49:19,[Ring of Binding],18813,item:18813::::::::60,Pass,0,ROGUE,Onyxia's Lair-40 Player,Onyxia,[Blackstone Ring],[Don Julio's Band],PASS,FALSE,normal,Miscellaneous,Finger,,Onyxia
Remiel-Netherwind,04/05/20,18:47:07,[Cloak of Firemaw],19398,item:19398::::::::60,Best Available,4,ROGUE,Blackwing Lair-40 Player,Firemaw,[Onyxia Scale Cloak],,1,FALSE,normal,Cloth,Back,,Firemaw
Remiel-Netherwind,04/05/20,21:24:44,[Solstice Staff of Healing],15278,item:15278::::::2051:950682624:60,Offspec / PvP,1,ROGUE,Onyxia's Lair-40 Player,Onyxia,[Vis'kag the Bloodletter],[Brutality Blade],4,FALSE,normal,Staves,Two-Hand,,Onyxia
Remiel-Netherwind,04/09/20,21:43:46,[Band of Accuria],17063,item:17063::::::::60,Best Available,4,ROGUE,Molten Core-40 Player,Ragnaros,[Ocean's Breeze],[Don Julio's Band],1,FALSE,normal,Miscellaneous,Finger,,Ragnaros
Remiel-Netherwind,4/19/20,13:34:17,[Primal Hakkari Girdle],19719,item:19719::::::::60,Offspec / PvP,2,ROGUE,Zul'Gurub-20 Player,Jin'do the Hexxer,,,4,FALSE,normal,Quest,,,Jin'do the Hexxer
Remiel-Netherwind,4/19/20,20:56:44,[Bloodfang Hood],16908,item:16908::::::::60,Best Available,4,ROGUE,Onyxia's Lair-40 Player,Onyxia,[Nightslayer Cover],,1,FALSE,normal,Leather,Head,,Onyxia
Remiel-Netherwind,4/23/20,19:46:59,[Pattern: Core Armor Kit],18252,item:18252::::::::60,Best Available,5,ROGUE,Molten Core-40 Player,Gehennas,,,1,FALSE,normal,Leatherworking,,,Gehennas
Remiel-Netherwind,4/26/20,15:49:59,[Bloodfang Belt],16910,item:16910::::::::60,Best Available,4,ROGUE,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,[Nightslayer Belt],,1,FALSE,normal,Leather,Waist,,Vaelastrasz the Corrupt
Remiel-Netherwind,4/30/20,21:02:23,[Bloodfang Pants],16909,item:16909::::::::60,Best Available,3,ROGUE,Molten Core-40 Player,Ragnaros,[Devilsaur Leggings],,1,FALSE,normal,Leather,Legs,,Ragnaros
Timber-Netherwind,03/07/20,21:42:19,[Feathermoon Headdress],13113,item:13113::::::::60,Pass,0,PRIEST,Onyxia's Lair-40 Player,Onyxia,[Crimson Felt Hat],,PASS,FALSE,normal,Leather,Head,,Onyxia
Sharos-Netherwind,3/29/20,15:25:08,[Gloves of Rapid Evolution],19369,item:19369::::::::60,Mainspec /Need,5,PRIEST,Blackwing Lair-40 Player,Razorgore the Untamed,[Atal'ai Gloves of Spirit],,2,FALSE,normal,Cloth,Hands,It would be a major upgrde for me versus my current hands please,Razorgore the Untamed
Sharos-Netherwind,3/29/20,19:52:59,[Fireproof Cloak],18811,item:18811::::::::60,Mainspec /Need,4,PRIEST,Molten Core-40 Player,Majordomo Executus,[Deep Woodlands Cloak],,2,FALSE,normal,Cloth,Back,,Majordomo Executus
Sharos-Netherwind,04/02/20,19:16:25,[Vambraces of Prophecy],16819,item:16819::::::::60,Best Available,2,PRIEST,Molten Core-40 Player,Unknown,[Magister's Bindings],,1,FALSE,normal,Cloth,Wrist,,Sharos-Netherwind
Sharos-Netherwind,04/09/20,19:50:06,[Gloves of Prophecy],16812,item:16812::::::::60,Best Available,4,PRIEST,Molten Core-40 Player,Gehennas,[Atal'ai Gloves of Spirit],,1,FALSE,normal,Cloth,Hands,This would be my BIS and would give me 5 set bonus,Gehennas
Sharos-Netherwind,4/19/20,11:45:44,[Zulian Headdress],22720,item:22720::::::::60,Mainspec /Need,4,PRIEST,Zul'Gurub-20 Player,High Priest Venoxis,[Cassandra's Grace],,2,FALSE,normal,Cloth,Head,Its a better head piece than what I have now. I have.,High Priest Venoxis
Sharos-Netherwind,4/19/20,20:55:49,[Onyxia Hide Backpack],17966,item:17966::::::::60,Mainspec /Need,0,PRIEST,Onyxia's Lair-40 Player,Onyxia,,,2,FALSE,normal,Bag,Bag,,Onyxia
Aesith-Netherwind,3/15/20,21:29:55,[Nemesis Skullcap],16929,item:16929::::::::60,Best Available,4,WARLOCK,Onyxia's Lair-40 Player,Onyxia,[Green Lens of Shadow Wrath],,1,FALSE,normal,Cloth,Head,,Onyxia
Aesith-Netherwind,3/22/20,15:45:22,[Nemesis Bracers],16934,item:16934::::::::60,Best Available,5,WARLOCK,Blackwing Lair-40 Player,Razorgore the Untamed,[Felheart Bracers],,1,FALSE,normal,Cloth,Wrist,,Razorgore the Untamed
Aesith-Netherwind,3/29/20,17:00:52,[Nemesis Boots],16927,item:16927::::::::60,Best Available,7,WARLOCK,Blackwing Lair-40 Player,Broodlord Lashlayer,[Felheart Slippers],,1,FALSE,normal,Cloth,Feet,this will give me 3 set bonus,Broodlord Lashlayer
Aesith-Netherwind,04/02/20,22:57:26,[Onyxia Hide Backpack],17966,item:17966::::::::60,Mainspec /Need,0,WARLOCK,Onyxia's Lair-40 Player,Onyxia,,,2,FALSE,normal,Bag,Bag,,Onyxia
Aesith-Netherwind,04/09/20,20:01:23,[Talisman of Ephemeral Power],18820,item:18820::::::::60,Mainspec /Need,4,WARLOCK,Molten Core-40 Player,Garr,[Eye of the Beast],[Royal Seal of Eldre'Thalas],2,FALSE,normal,Miscellaneous,Trinket,,Garr
Aesith-Netherwind,4/19/20,17:55:43,[Nemesis Belt],16933,item:16933::::::::60,Best Available,5,WARLOCK,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,[Felheart Belt],,1,FALSE,normal,Cloth,Waist,,Vaelastrasz the Corrupt
Aesith-Netherwind,4/23/20,23:26:34,[Primal Hakkari Idol],22637,item:22637::::::::60,Pass,0,WARLOCK,Zul'Gurub-20 Player,Bloodlord Mandokir,,,PASS,FALSE,normal,Junk,,,Bloodlord Mandokir
Aesith-Netherwind,4/24/20,1:21:38,[Heart of Hakkar],19802,item:19802::::::::60,Mainspec /Need,2,WARLOCK,Zul'Gurub-20 Player,Hakkar,,,2,FALSE,normal,Quest,,,Hakkar
Aesith-Netherwind,4/26/20,20:30:15,[Nemesis Robes],16931,item:16931::::::::60,Minor Upgrade,6,WARLOCK,Blackwing Lair-40 Player,Nefarian,[Robe of Winter Night],,3,FALSE,normal,Cloth,Chest,,Nefarian
Rary-Netherwind,4/19/20,15:34:37,[The Untamed Blade],19334,item:19334::::::::60,Mainspec /Need,6,WARRIOR,Blackwing Lair-40 Player,Razorgore the Untamed,[Bone Slicing Hatchet],[Dal'Rend's Tribal Guardian],2,FALSE,normal,Two-Handed Swords,Two-Hand,,Razorgore the Untamed
Rary-Netherwind,4/16/20,22:52:43,[Primal Hakkari Armsplint],19717,item:19717::::::::60,Mainspec/Need,3,WARRIOR,Zul'Gurub-20 Player,High Priestess Jeklik,,,1,FALSE,normal,Quest,,,High Priestess Jeklik
Rary-Netherwind,4/19/20,20:59:06,[Head of Onyxia],18422,item:18422::::::::60,Best Available,3,WARRIOR,Onyxia's Lair-40 Player,Onyxia,,,1,FALSE,normal,Quest,,,Onyxia
Rary-Netherwind,4/23/20,21:10:30,[Blastershot Launcher],17072,item:17072::::::::60,Best Available,4,WARRIOR,Molten Core-40 Player,Golemagg the Incinerator,[Precisely Calibrated Boomstick],,1,FALSE,normal,Guns,,,Golemagg the Incinerator
Rary-Netherwind,4/23/20,23:40:07,[Sacrificial Gauntlets],22714,item:22714::::::::60,Mainspec /Need,2,WARRIOR,Zul'Gurub-20 Player,High Priestess Mar'li,[Devilsaur Gauntlets],,2,FALSE,normal,Plate,Hands,,High Priestess Mar'li
Rary-Netherwind,4/23/20,23:41:00,[Primal Hakkari Girdle],19719,item:19719::::::::60,Mainspec /Need,1,WARRIOR,Zul'Gurub-20 Player,High Priestess Mar'li,,,2,FALSE,normal,Quest,,,High Priestess Mar'li
Pahurm-Netherwind,4/30/20,19:39:02,[Sabatons of Might],16862,item:16862::::::::60,Mainspec /Need,4,WARRIOR,Molten Core-40 Player,Gehennas,[Windreaver Greaves],,2,FALSE,normal,Plate,Feet,,Gehennas
Pahurm-Netherwind,4/30/20,20:36:18,[Drillborer Disk],17066,item:17066::::::::60,Best Available,4,WARRIOR,Molten Core-40 Player,Garr,[Draconian Deflector],,1,FALSE,normal,Shields,Off Hand,,Garr
Goliathtv-Netherwind,4/16/20,23:06:26,[Zanzil's Band],19905,item:19905::::::::60,Offline or RCLootCouncil not installed,3,MAGE,Zul'Gurub-20 Player,High Priest Venoxis,,,NOTHING,FALSE,normal,Miscellaneous,Finger,,High Priest Venoxis
Goliathtv-Netherwind,4/16/20,23:41:45,[Zanzil's Seal],19893,item:19893::::::::60,Mainspec/Need,2,MAGE,Zul'Gurub-20 Player,Bloodlord Mandokir,[Zanzil's Band],[Band of the Unicorn],1,FALSE,normal,Miscellaneous,Finger,I have other ring now :),Bloodlord Mandokir
Goliathtv-Netherwind,4/17/20,0:06:33,[Belt of Untapped Power],22716,item:22716::::::::60,Minor Upgrade,3,MAGE,Zul'Gurub-20 Player,High Priest Thekal,[Clutch of Andros],,3,FALSE,normal,Cloth,Waist,,High Priest Thekal
Zosmos-Netherwind,3/22/20,19:13:37,[Circlet of Prophecy],16813,item:16813::::::::60,Mainspec /Need,8,PRIEST,Molten Core-40 Player,Garr,[Dreamweave Circlet],,2,FALSE,normal,Cloth,Head,"4 piece, major upgrade.",Garr
Zosmos-Netherwind,04/02/20,19:52:26,[Gloves of Prophecy],16812,item:16812::::::::60,Mainspec /Need,7,PRIEST,Molten Core-40 Player,Gehennas,[Devout Gloves],,2,FALSE,normal,Cloth,Hands,,Gehennas
Zosmos-Netherwind,04/05/20,21:22:48,[Onyxia Hide Backpack],17966,item:17966::::::::60,Best Available,0,PRIEST,Onyxia's Lair-40 Player,Onyxia,,,1,FALSE,normal,Bag,Bag,,Onyxia
Zosmos-Netherwind,04/05/20,21:26:41,[Halo of Transcendence],16921,item:16921::::::::60,Best Available,3,PRIEST,Onyxia's Lair-40 Player,Onyxia,[Circlet of Prophecy],,1,FALSE,normal,Cloth,Head,"Gimme, Gimme, Gimme. I have the enchant READY. LOL.",Onyxia
Zosmos-Netherwind,4/12/20,15:33:58,[Bindings of Transcendence],16926,item:16926::::::::60,Best Available,7,PRIEST,Blackwing Lair-40 Player,Razorgore the Untamed,[Vambraces of Prophecy],,1,FALSE,normal,Cloth,Wrist,BIS and 3 Piece bonus.,Razorgore the Untamed
Zosmos-Netherwind,4/26/20,16:26:10,[Boots of Transcendence],16919,item:16919::::::::60,Best Available,6,PRIEST,Blackwing Lair-40 Player,Broodlord Lashlayer,[Omnicast Boots],,1,FALSE,normal,Cloth,Feet,"My biggest upgrade, makes four pieces, BIS.c",Broodlord Lashlayer
Cadu-Netherwind,3/15/20,18:44:43,[Earthshaker],17073,item:17073::::::::60,Mainspec /Need,4,SHAMAN,Molten Core-40 Player,Magmadar,[The Unstoppable Force],,2,FALSE,normal,Two-Handed Maces,Two-Hand,,Magmadar
Cadu-Netherwind,3/22/20,18:50:53,[Earthfury Gauntlets],16839,item:16839::::::::60,Offspec / PvP,7,SHAMAN,Molten Core-40 Player,Gehennas,[Devilsaur Gauntlets],,4,FALSE,normal,Mail,Hands,,Gehennas
Cadu-Netherwind,3/22/20,19:25:09,[Earthfury Epaulets],16844,item:16844::::::::60,"Candidate is selecting response, please wait",2,SHAMAN,Molten Core-40 Player,Baron Geddon,[Truestrike Shoulders],,WAIT,FALSE,normal,Mail,Shoulder,,Baron Geddon
Cadu-Netherwind,3/29/20,18:38:51,[Earthfury Gauntlets],16839,item:16839::::::::60,Offspec / PvP,6,SHAMAN,Molten Core-40 Player,Gehennas,[Devilsaur Gauntlets],,4,FALSE,normal,Mail,Hands,,Gehennas
Cadu-Netherwind,3/29/20,19:06:08,[Earthfury Epaulets],16844,item:16844::::::::60,Offspec / PvP,6,SHAMAN,Molten Core-40 Player,Baron Geddon,[Truestrike Shoulders],,4,FALSE,normal,Mail,Shoulder,,Baron Geddon
Cadu-Netherwind,04/02/20,21:16:17,[Fireproof Cloak],18811,item:18811::::::::60,Offspec / PvP,3,SHAMAN,Molten Core-40 Player,Majordomo Executus,[Cape of the Black Baron],,4,FALSE,normal,Cloth,Back,just want for FR,Majordomo Executus
Cadu-Netherwind,3/14/20,21:35:35,[Lordly Armguards],13135,item:13135::::::::60,Offspec / PvP,0,SHAMAN,Onyxia's Lair-40 Player,Onyxia,[Bracers of the Stone Princess],,4,FALSE,normal,Mail,Wrist,,Onyxia
Cadu-Netherwind,04/09/20,19:35:55,[Earthfury Legguards],16843,item:16843::::::::60,Mainspec /Need,6,SHAMAN,Molten Core-40 Player,Magmadar,[Devilsaur Leggings],,2,FALSE,normal,Mail,Legs,OS BiS,Magmadar
Cadu-Netherwind,04/09/20,21:44:37,[Legplates of Ten Storms],16946,item:16946::::::::60,Minor Upgrade,5,SHAMAN,Molten Core-40 Player,Ragnaros,[Devilsaur Leggings],,3,FALSE,normal,Mail,Legs,OS,Ragnaros
Cadu-Netherwind,04/09/20,22:20:27,[Head of Onyxia],18422,item:18422::::::::60,Best Available,5,SHAMAN,Onyxia's Lair-40 Player,Onyxia,,,1,FALSE,normal,Quest,,MS BiS,Onyxia
Cadu-Netherwind,4/16/20,21:54:26,[Onyxia Hide Backpack],17966,item:17966::::::::60,Best Available,0,SHAMAN,Onyxia's Lair-40 Player,Onyxia,,,1,FALSE,normal,Bag,Bag,,Onyxia
Cadu-Netherwind,4/23/20,21:44:48,[Spinal Reaper],17104,item:17104::::::::60,Best Available,5,SHAMAN,Molten Core-40 Player,Ragnaros,[Nightfall],,1,FALSE,normal,Two-Handed Axes,Two-Hand,"BiS would be first loot drop for me,",Ragnaros
Cadu-Netherwind,4/26/20,16:24:29,[Black Brood Pauldrons],19373,item:19373::::::::60,Mainspec /Need,6,SHAMAN,Blackwing Lair-40 Player,Broodlord Lashlayer,[Truestrike Shoulders],,2,FALSE,normal,Mail,Shoulder,,Broodlord Lashlayer
Cadu-Netherwind,4/26/20,17:40:18,[Circle of Applied Force],19432,item:19432::::::::60,Mainspec /Need,5,SHAMAN,Blackwing Lair-40 Player,Flamegor,[Don Julio's Band],[Seal of the Gurubashi Berserker],2,FALSE,normal,Miscellaneous,Finger,,Flamegor
Cadu-Netherwind,4/30/20,19:58:04,[Earthfury Belt],16838,item:16838::::::::60,Minor Upgrade,4,SHAMAN,Molten Core-40 Player,Baron Geddon,[Warpwood Binding],,3,FALSE,normal,Mail,Waist,,Wiggly-Netherwind
Cadu-Netherwind,4/30/20,20:36:22,[Sabatons of the Flamewalker],19144,item:19144::::::::60,Best Available,5,SHAMAN,Molten Core-40 Player,Garr,[Savage Gladiator Greaves],,1,FALSE,normal,Mail,Feet,BiS ! until nef finally ! :D,Garr
Valt-Netherwind,3/15/20,18:43:30,[Giantstalker's Leggings],16847,item:16847::::::::60,Best Available,5,HUNTER,Molten Core-40 Player,Magmadar,[Black Dragonscale Leggings],,1,FALSE,normal,Mail,Legs,,Magmadar
Valt-Netherwind,3/15/20,20:36:08,[Dragonstalker's Legguards],16938,item:16938::::::::60,Best Available,2,HUNTER,Molten Core-40 Player,Ragnaros,[Giantstalker's Leggings],,1,FALSE,normal,Mail,Legs,,Ragnaros
Valt-Netherwind,3/29/20,15:22:06,[Dragonstalker's Bracers],16935,item:16935::::::::60,Best Available,7,HUNTER,Blackwing Lair-40 Player,Razorgore the Untamed,[Giantstalker's Bracers],,1,FALSE,normal,Mail,Wrist,3/3,Razorgore the Untamed
Valt-Netherwind,3/29/20,16:16:54,[Dragonstalker's Belt],16936,item:16936::::::::60,Minor Upgrade,7,HUNTER,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,[Giantstalker's Belt],,3,FALSE,normal,Mail,Waist,,Vaelastrasz the Corrupt
Valt-Netherwind,3/29/20,19:44:03,[Giantstalker's Breastplate],16845,item:16845::::::::60,Best Available,3,HUNTER,Molten Core-40 Player,Golemagg the Incinerator,[Black Dragonscale Breastplate],,1,FALSE,normal,Mail,Chest,,Golemagg the Incinerator
Valt-Netherwind,4/16/20,21:19:48,[Cloak of the Shrouded Mists],17102,item:17102::::::::60,Best Available,4,HUNTER,Molten Core-40 Player,Ragnaros,[Cape of the Black Baron],,1,FALSE,normal,Cloth,Back,,Ragnaros
Valt-Netherwind,4/19/20,12:38:00,[Gri'lek's Blood],19939,item:19939::::::::60,Best Available,3,HUNTER,Zul'Gurub-20 Player,Edge of Madness,,,1,FALSE,normal,Quest,,,Edge of Madness
Lilzug-Netherwind,4/16/20,20:51:23,[Giantstalker's Breastplate],16845,item:16845::::::::60,Mainspec /Need,4,HUNTER,Molten Core-40 Player,Golemagg the Incinerator,[Icemail Jerkin],,2,FALSE,normal,Mail,Chest,,Golemagg the Incinerator
Lilzug-Netherwind,4/23/20,19:30:09,[Tome of Tranquilizing Shot],16665,item:16665::::::::60,Mainspec /Need,4,HUNTER,Molten Core-40 Player,Lucifron,,,2,FALSE,normal,Book,,,Lucifron
Lilzug-Netherwind,4/23/20,20:38:54,[Giantstalker's Belt],16851,item:16851::::::::60,Mainspec /Need,4,HUNTER,Molten Core-40 Player,Shazzrah,[Feralsurge Girdle],,2,FALSE,normal,Mail,Waist,,Wiggly-Netherwind
Sheepshagger-Netherwind,3/15/20,21:29:26,[Onyxia Hide Backpack],17966,item:17966::::::::60,Mainspec /Need,0,MAGE,Onyxia's Lair-40 Player,Onyxia,,,2,FALSE,normal,Bag,Bag,,Onyxia
Sheepshagger-Netherwind,3/29/20,18:38:55,[Manastorm Leggings],18872,item:18872::::::::60,Minor Upgrade,6,MAGE,Molten Core-40 Player,Gehennas,[Kilt of the Atal'ai Prophet],,3,FALSE,normal,Cloth,Legs,,Gehennas
Sheepshagger-Netherwind,3/29/20,19:44:24,[Mana Igniting Cord],19136,item:19136::::::::60,Best Available,5,MAGE,Molten Core-40 Player,Golemagg the Incinerator,[Arcanist Belt],,1,FALSE,normal,Cloth,Waist,,Golemagg the Incinerator
Sheepshagger-Netherwind,04/05/20,15:31:01,[Netherwind Bindings],16918,item:16918::::::::60,Best Available,8,MAGE,Blackwing Lair-40 Player,Razorgore the Untamed,[Magister's Bindings],,1,FALSE,normal,Cloth,Wrist,,Razorgore the Untamed
Sheepshagger-Netherwind,04/05/20,20:03:29,[Netherwind Gloves],16913,item:16913::::::::60,Best Available,8,MAGE,Blackwing Lair-40 Player,Ebonroc,[Blood Guard's Silk Handwraps],,1,FALSE,normal,Cloth,Hands,will be my 2nd nether piece,Ebonroc
Sheepshagger-Netherwind,4/12/20,19:29:06,[Ring of Blackrock],19397,item:19397::::::::60,Mainspec /Need,4,MAGE,Blackwing Lair-40 Player,Flamegor,[Band of Rumination],[Eye of Orgrimmar],2,FALSE,normal,Miscellaneous,Finger,,Flamegor
Sheepshagger-Netherwind,4/17/20,0:53:27,[Jin'do's Judgement],19884,item:19884::::::::60,Mainspec/Need,3,MAGE,Zul'Gurub-20 Player,Jin'do the Hexxer,[Lorespinner],[Tome of the Ice Lord],1,FALSE,normal,Staves,Two-Hand,,Jin'do the Hexxer
Sheepshagger-Netherwind,4/19/20,11:38:15,[Jeklik's Opaline Talisman],19923,item:19923::::::::60,Mainspec /Need,3,MAGE,Zul'Gurub-20 Player,High Priestess Jeklik,[Arcane Crystal Pendant],,2,FALSE,normal,Miscellaneous,Neck,upgrade from Arcane Crystal Pendant,High Priestess Jeklik
Sheepshagger-Netherwind,4/19/20,11:45:48,[Zanzil's Band],19905,item:19905::::::::60,Minor Upgrade,4,MAGE,Zul'Gurub-20 Player,High Priest Venoxis,[Ring of Blackrock],[Eye of Orgrimmar],3,FALSE,normal,Miscellaneous,Finger,,High Priest Venoxis
Sheepshagger-Netherwind,4/19/20,13:33:52,[The Hexxer's Cover],19886,item:19886::::::::60,Mainspec /Need,4,MAGE,Zul'Gurub-20 Player,Jin'do the Hexxer,[Crown of the Ogre King],,2,FALSE,normal,Cloth,Head,,Jin'do the Hexxer
Sheepshagger-Netherwind,4/19/20,14:14:26,[Heart of Hakkar],19802,item:19802::::::::60,Mainspec /Need,3,MAGE,Zul'Gurub-20 Player,Hakkar,,,2,FALSE,normal,Quest,,,Hakkar
Sheepshagger-Netherwind,4/23/20,22:51:04,[Band of Servitude],22721,item:22721::::::::60,Best Available,1,MAGE,Zul'Gurub-20 Player,High Priestess Jeklik,[Ring of Blackrock],[Zanzil's Band],1,FALSE,normal,Miscellaneous,Finger,,High Priestess Jeklik
Sheepshagger-Netherwind,4/26/20,19:19:27,[Ring of Binding],18813,item:18813::::::::60,Minor Upgrade,4,MAGE,Onyxia's Lair-40 Player,Unknown,[Ring of Blackrock],[Band of Servitude],3,FALSE,normal,Miscellaneous,Finger,,Sheepshagger-Netherwind
Sheepshagger-Netherwind,4/30/20,19:23:38,[Arcanist Boots],16800,item:16800::::::::60,Mainspec /Need,3,MAGE,Molten Core-40 Player,Lucifron,[Blood Guard's Silk Walkers],,2,FALSE,normal,Cloth,Feet,"selected need b/c is good upgrade, going for Netherwind set",Lucifron
Ol̫rin-Netherwind,04/09/20,20:27:46,[Arcanist Gloves],16801,item:16801::::::::60,Best Available,8,MAGE,Molten Core-40 Player,Shazzrah,[Dreadmist Wraps],,1,FALSE,normal,Cloth,Hands,,Shazzrah
Ol̫rin-Netherwind,4/16/20,19:27:49,[Arcanist Leggings],16796,item:16796::::::::60,Best Available,4,MAGE,Molten Core-40 Player,Magmadar,[Spiritshroud Leggings],,1,FALSE,normal,Cloth,Legs,,Magmadar
